ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Dataset
389,1.05,Very Good,D,VS2,G,G,GIA,7794.00000,Train
390,1.06,Ideal,G,VS1,EX,EX,GIA,7594.00000,Train
391,1.02,Ideal,F,VS2,EX,VG,GIA,6645.00000,Train
392,1.01,Very Good,E,VVS2,VG,EX,GIA,8401.00000,Train
393,1.01,Very Good,F,VVS1,EX,VG,GIA,10019.00000,Train
394,0.82,Ideal,F,VS2,ID,ID,AGSL,3913.00000,Train
395,1.03,Very Good,G,SI1,G,VG,GIA,4997.00000,Train
396,0.9,Very Good,H,SI1,EX,EX,GIA,3770.00000,Train
397,0.91,Very Good,I,VS2,G,VG,GIA,3633.00000,Train
398,1.51,Fair,I,VS1,G,G,GIA,8359.00000,Train
399,1.01,Good,D,SI1,VG,VG,GIA,5541.00000,Train
400,1.12,Ideal,G,VS1,EX,EX,GIA,8202.00000,Train
401,2.07,Very Good,D,VVS2,G,VG,GIA,46229.00000,Train
402,1.01,Fair,F,VS2,EX,G,GIA,5747.00000,Train
403,2.57,Ideal,G,VS1,VG,EX,GIA,40652.00000,Train
404,1.23,Very Good,G,VVS2,EX,VG,GIA,9803.00000,Train
405,2.01,Good,I,SI1,EX,G,GIA,15743.00000,Train
406,2.01,Good,G,IF,EX,VG,GIA,27624.00000,Train
407,2.05,Good,H,VS1,VG,VG,GIA,19436.00000,Train
408,1.55,Ideal,G,VS1,EX,EX,GIA,15070.00000,Train
409,2.55,Ideal,I,VS1,EX,EX,GIA,25387.00000,Train
410,1.01,Ideal,E,VS1,EX,VG,GIA,7458.00000,Train
411,0.76,Very Good,H,SI1,EX,EX,GIA,2593.00000,Train
412,1.01,Good,H,SI1,G,G,GIA,5197.00000,Train
413,0.9,Ideal,I,VS1,VG,EX,GIA,3724.00000,Train
414,1.01,Very Good,G,SI1,EX,EX,GIA,5231.00000,Train
415,2.02,Ideal,E,VS2,VG,VG,GIA,29641.00000,Train
416,2.15,Good,F,SI1,EX,VG,GIA,23911.00000,Train
417,2.01,Good,E,VS2,VG,VG,GIA,25793.00000,Train
418,1.8,Very Good,E,SI1,EX,G,GIA,17273.00000,Train
419,1.53,Ideal,D,VS2,EX,EX,GIA,17223.00000,Train
420,1.02,Very Good,H,SI1,VG,EX,GIA,4802.00000,Train
421,1.52,Very Good,G,VS2,G,VG,GIA,12596.00000,Train
422,1.25,Ideal,E,VS2,VG,EX,GIA,9365.00000,Train
423,0.9,Very Good,D,VS2,VG,EX,GIA,4981.00000,Train
424,2.01,Ideal,I,SI1,VG,VG,GIA,15333.00000,Train
425,1.06,Ideal,D,SI1,VG,VG,GIA,6062.00000,Train
426,0.76,Ideal,D,VS1,VG,EX,GIA,4229.00000,Train
427,1.01,Good,F,VS2,G,G,GIA,6081.00000,Train
428,2.47,Very Good,G,VVS2,VG,EX,GIA,36993.00000,Train
429,1.15,Ideal,E,VVS1,EX,EX,GIA,12447.00000,Train
430,2.11,Ideal,G,SI1,EX,EX,GIA,21262.00000,Train
431,1.51,Ideal,I,SI1,EX,EX,GIA,8504.00000,Train
432,1.08,Signature-Ideal,H,VS1,ID,ID,AGSL,7397.00000,Train
433,0.9,Ideal,G,VVS1,EX,VG,GIA,6237.00000,Train
434,2.02,Very Good,F,SI1,VG,VG,GIA,20548.00000,Train
435,0.9,Ideal,G,VS1,EX,EX,GIA,4931.00000,Train
436,1.55,Fair,G,VS2,G,G,GIA,10981.00000,Train
437,1.01,Very Good,G,VS1,EX,VG,GIA,6561.00000,Train
438,2.39,Very Good,G,VVS2,VG,G,GIA,34415.00000,Train
439,1.5,Good,E,VS2,EX,VG,GIA,13061.00000,Train
440,0.75,Signature-Ideal,H,SI1,ID,ID,AGSL,3011.00000,Train
441,2.27,Ideal,E,VVS2,EX,EX,GIA,47741.00000,Train
442,1.51,Very Good,E,SI1,EX,EX,AGSL,12064.00000,Train
443,2.17,Ideal,H,VVS2,EX,EX,GIA,25707.00000,Train
444,1.71,Very Good,I,SI1,VG,VG,GIA,10410.00000,Train
445,1.01,Very Good,H,VS1,VG,VG,GIA,5680.00000,Train
446,1.01,Good,F,SI1,G,VG,GIA,5008.00000,Train
447,1.51,Ideal,H,VS2,EX,EX,GIA,11696.00000,Train
448,1.64,Ideal,I,VS2,VG,VG,GIA,10628.00000,Train
449,1.62,Signature-Ideal,F,VS1,ID,ID,AGSL,19661.00000,Train
450,0.88,Ideal,H,VVS1,VG,VG,GIA,4334.00000,Train
451,0.8,Very Good,E,VS1,EX,VG,GIA,3831.00000,Train
452,1.08,Ideal,D,SI1,VG,VG,GIA,6078.00000,Train
453,1.01,Very Good,E,VS2,EX,G,GIA,6491.00000,Train
454,2.01,Ideal,G,VS1,ID,ID,AGSL,26026.00000,Train
455,0.75,Very Good,E,VS2,EX,EX,GIA,3365.00000,Train
456,0.91,Fair,F,SI1,VG,VG,GIA,4036.00000,Train
457,1,Very Good,D,SI1,EX,VG,GIA,5491.00000,Train
458,1.01,Good,G,VVS2,VG,VG,GIA,7566.00000,Train
459,1.28,Ideal,G,VS1,G,EX,GIA,9372.00000,Train
460,2.03,Very Good,F,VS1,VG,VG,GIA,30894.00000,Train
461,1.2,Very Good,F,VS1,VG,VG,GIA,8983.00000,Train
462,2.25,Very Good,G,VS1,VG,VG,GIA,33248.00000,Train
463,1.05,Ideal,H,SI1,EX,VG,GIA,4925.00000,Train
464,0.9,Ideal,G,VS2,EX,EX,GIA,4748.00000,Train
465,1.25,Ideal,F,VS2,EX,EX,GIA,9503.00000,Train
466,0.96,Ideal,G,VS1,EX,EX,GIA,6807.00000,Train
467,1.25,Ideal,I,VS2,VG,VG,GIA,6562.00000,Train
468,1.05,Ideal,G,SI1,EX,VG,GIA,5361.00000,Train
469,1,Very Good,F,SI1,VG,VG,GIA,4961.00000,Train
470,1,Good,F,VS2,VG,G,GIA,6284.00000,Train
471,0.83,Very Good,E,SI1,EX,EX,GIA,3002.00000,Train
472,2.04,Very Good,I,SI1,VG,G,GIA,15412.00000,Train
473,0.75,Ideal,H,SI1,VG,VG,GIA,2523.00000,Train
474,1.53,Signature-Ideal,D,VS1,ID,ID,AGSL,21331.00000,Train
475,1.5,Very Good,F,SI1,ID,ID,AGSL,11096.00000,Train
476,2.04,Very Good,D,VS2,EX,VG,GIA,28578.00000,Train
477,1.1,Very Good,I,SI1,G,G,GIA,4583.00000,Train
478,0.92,Good,I,SI1,VG,VG,GIA,3122.00000,Train
479,0.9,Very Good,D,VVS2,VG,EX,GIA,6924.00000,Train
480,1.2,Signature-Ideal,E,VVS1,EX,EX,GIA,16256.00000,Train
481,0.81,Ideal,E,VVS1,EX,EX,GIA,5752.00000,Train
482,1.09,Ideal,F,IF,G,G,GIA,11888.00000,Train
483,1,Very Good,I,SI1,VG,VG,GIA,4095.00000,Train
484,1.5,Good,G,SI1,EX,VG,GIA,10271.00000,Train
485,1.04,Signature-Ideal,G,VS1,ID,ID,AGSL,7951.00000,Train
486,1.04,Ideal,G,VS2,VG,EX,GIA,6955.00000,Train
487,1.01,Very Good,G,VS2,G,VG,GIA,5696.00000,Train
488,2.13,Ideal,I,VS1,EX,VG,GIA,19058.00000,Train
489,1.11,Ideal,D,VS1,VG,EX,GIA,9315.00000,Train
490,2.07,Ideal,H,VS2,ID,ID,AGSL,20842.00000,Train
491,1.03,Ideal,G,VS2,EX,EX,GIA,7726.00000,Train
492,1.3,Ideal,H,VS2,EX,EX,GIA,8196.00000,Train
493,1.13,Ideal,G,SI1,EX,EX,GIA,6133.00000,Train
494,0.76,Ideal,E,VS2,VG,EX,GIA,3864.00000,Train
495,1.01,Very Good,D,SI1,EX,EX,GIA,5622.00000,Train
496,0.83,Very Good,E,SI1,G,G,AGSL,3295.00000,Train
497,1.04,Ideal,I,SI1,VG,VG,GIA,4484.00000,Train
498,1.75,Ideal,G,VS1,VG,VG,GIA,18851.00000,Train
499,1.01,Good,E,VS2,EX,VG,GIA,6132.00000,Train
500,0.79,Ideal,I,SI1,EX,VG,GIA,2442.00000,Train
501,0.86,Ideal,I,VS1,EX,EX,GIA,3122.00000,Train
502,2.56,Ideal,H,SI1,EX,EX,GIA,24975.00000,Train
503,2,Ideal,G,VS1,G,G,GIA,26049.00000,Train
504,0.77,Fair,F,VS1,G,G,AGSL,3031.00000,Train
505,0.9,Very Good,E,SI1,EX,VG,GIA,4239.00000,Train
506,1.02,Very Good,D,SI1,EX,G,GIA,5291.00000,Train
507,1.22,Very Good,I,VS2,VG,VG,GIA,5979.00000,Train
508,2.37,Very Good,H,VS1,VG,VG,GIA,25451.00000,Train
509,0.77,Very Good,G,VS2,EX,EX,GIA,3124.00000,Train
510,1,Good,H,VS1,VG,VG,GIA,5743.00000,Train
511,1.01,Very Good,G,VS1,EX,EX,GIA,6936.00000,Train
512,1.03,Very Good,F,SI1,VG,VG,GIA,5241.00000,Train
513,0.9,Good,D,SI1,VG,VG,GIA,4579.00000,Train
514,1.16,Ideal,F,VS1,EX,EX,GIA,9004.00000,Train
515,2.36,Very Good,D,VS2,G,VG,GIA,30867.00000,Train
516,1.22,Very Good,G,VS2,G,G,GIA,8377.00000,Train
517,1.01,Ideal,G,VS2,EX,EX,GIA,6734.00000,Train
518,1.06,Very Good,E,SI1,VG,VG,GIA,5328.00000,Train
519,2.47,Ideal,I,VS1,ID,ID,AGSL,24667.00000,Train
520,2.24,Ideal,I,VS1,EX,EX,GIA,20906.00000,Train
521,1.01,Good,G,SI1,EX,VG,AGSL,5073.00000,Train
522,1.01,Fair,G,SI1,VG,G,GIA,4646.00000,Train
523,1.2,Very Good,E,SI1,G,VG,GIA,6809.00000,Train
524,1.66,Ideal,G,VVS2,ID,ID,AGSL,16893.00000,Train
525,1.03,Ideal,I,VS1,ID,ID,AGSL,5181.00000,Train
526,0.94,Good,H,SI1,VG,G,GIA,3528.00000,Train
527,2.08,Ideal,H,VS2,EX,EX,GIA,22434.00000,Train
528,0.9,Good,F,SI1,VG,VG,GIA,3842.00000,Train
529,1.51,Ideal,I,VS2,EX,VG,AGSL,9090.00000,Train
530,1.5,Very Good,I,VS2,VG,VG,GIA,9118.00000,Train
531,0.77,Very Good,G,VS1,VG,G,GIA,2986.00000,Train
532,1.71,Ideal,D,IF,VG,VG,GIA,39027.00000,Train
533,1.02,Good,G,IF,EX,G,GIA,8215.00000,Train
534,1.51,Good,I,VS1,G,VG,GIA,9581.00000,Train
535,0.9,Fair,E,SI1,EX,EX,GIA,4034.00000,Train
536,1.7,Very Good,G,VS2,G,G,GIA,15767.00000,Train
537,1.32,Very Good,H,SI1,VG,VG,GIA,7389.00000,Train
538,0.91,Very Good,F,SI1,VG,G,GIA,4049.00000,Train
539,1.02,Ideal,G,VS2,VG,VG,GIA,6845.00000,Train
540,1,Very Good,D,SI1,VG,VG,GIA,5755.00000,Train
541,1.59,Ideal,D,SI1,EX,VG,GIA,13600.00000,Train
542,2.02,Good,I,VS1,VG,G,GIA,17470.00000,Train
543,2.01,Very Good,H,VS1,G,G,GIA,20940.00000,Train
544,2.01,Very Good,G,SI1,EX,VG,GIA,19347.00000,Train
545,1.22,Signature-Ideal,G,VS1,EX,EX,GIA,10572.00000,Train
546,2.01,Good,D,VS1,G,G,GIA,35992.00000,Train
547,1.01,Very Good,E,IF,VG,VG,GIA,11042.00000,Train
548,0.9,Ideal,I,VS1,ID,ID,AGSL,4093.00000,Train
549,1.64,Ideal,F,VS2,ID,ID,AGSL,15458.00000,Train
550,1.01,Very Good,G,VS2,VG,VG,GIA,5777.00000,Train
551,1.22,Ideal,H,VVS2,ID,ID,AGSL,8014.00000,Train
552,1.52,Ideal,H,VS2,ID,ID,AGSL,11896.00000,Train
553,1.58,Ideal,G,IF,EX,VG,GIA,17329.00000,Train
554,2.53,Good,H,SI1,VG,VG,GIA,24795.00000,Train
555,1.5,Ideal,D,SI1,VG,VG,GIA,12206.00000,Train
556,1.01,Very Good,F,SI1,G,VG,GIA,5107.00000,Train
557,2.02,Very Good,G,VS1,G,G,GIA,28469.00000,Train
558,2.09,Ideal,D,VS1,ID,ID,AGSL,40503.00000,Train
559,2.02,Ideal,I,VVS2,EX,EX,GIA,22984.00000,Train
560,1.2,Ideal,E,VS2,EX,VG,GIA,7966.00000,Train
561,2.5,Very Good,F,VS2,VG,G,GIA,40046.00000,Train
562,1.51,Ideal,E,VVS1,EX,VG,GIA,24608.00000,Train
563,2.08,Very Good,H,VS2,EX,VG,GIA,20379.00000,Train
564,1.12,Very Good,I,VS2,G,VG,GIA,4914.00000,Train
565,1.54,Ideal,I,VS2,VG,EX,GIA,9600.00000,Train
566,1.04,Ideal,G,VVS2,ID,ID,AGSL,8207.00000,Train
567,1,Fair,E,SI1,VG,G,GIA,4844.00000,Train
568,1.01,Ideal,G,VS2,EX,EX,GIA,6587.00000,Train
569,1.08,Signature-Ideal,H,SI1,ID,ID,AGSL,6426.00000,Train
570,0.9,Good,F,VVS2,EX,VG,GIA,5480.00000,Train
571,1.5,Very Good,E,VS2,VG,EX,GIA,14592.00000,Train
572,1.06,Very Good,H,SI1,G,VG,GIA,4878.00000,Train
573,1.03,Very Good,F,VS2,VG,VG,GIA,6809.00000,Train
574,1.12,Signature-Ideal,G,VS2,EX,EX,GIA,8189.00000,Train
575,1.03,Very Good,G,VS1,VG,VG,GIA,6487.00000,Train
576,1.02,Very Good,E,IF,VG,G,GIA,10029.00000,Train
577,2.05,Very Good,G,VS1,EX,EX,GIA,27181.00000,Train
578,0.9,Fair,H,VVS2,VG,G,GIA,4447.00000,Train
579,0.91,Very Good,H,SI1,VG,VG,GIA,3710.00000,Train
580,0.79,Very Good,D,SI1,G,VG,GIA,3432.00000,Train
581,2.14,Ideal,G,VVS1,EX,EX,GIA,33956.00000,Train
582,2.11,Ideal,F,VS2,EX,EX,GIA,31200.00000,Train
583,1.01,Very Good,F,SI1,EX,VG,GIA,5886.00000,Train
584,1.5,Very Good,H,VVS2,EX,EX,GIA,11052.00000,Train
585,1.04,Ideal,H,VVS2,EX,EX,GIA,6990.00000,Train
586,2.02,Good,F,VVS1,VG,VG,GIA,37083.00000,Train
587,1.6,Ideal,G,VVS2,VG,EX,GIA,16575.00000,Train
588,1.05,Ideal,G,VVS2,EX,EX,GIA,8436.00000,Train
589,1.12,Ideal,H,VS1,VG,EX,GIA,6309.00000,Train
590,1.03,Very Good,D,VS1,VG,VG,GIA,8437.00000,Train
591,0.9,Fair,D,SI1,EX,EX,GIA,4537.00000,Train
592,2.02,Very Good,E,VVS1,VG,VG,GIA,46666.00000,Train
593,1.21,Ideal,D,VVS2,VG,VG,GIA,14691.00000,Train
594,1.06,Ideal,F,VVS2,ID,ID,AGSL,9547.00000,Train
595,1.09,Very Good,D,SI1,VG,VG,GIA,6438.00000,Train
596,0.9,Good,I,VVS1,EX,EX,GIA,3972.00000,Train
597,1.12,Ideal,G,VS1,EX,EX,GIA,8394.00000,Train
598,1.3,Ideal,G,IF,VG,VG,GIA,12098.00000,Train
599,2.03,Very Good,I,SI1,EX,EX,GIA,16693.00000,Train
600,1.01,Very Good,H,VS2,VG,VG,GIA,5967.00000,Train
601,2.02,Good,F,VS1,VG,VG,GIA,25804.00000,Train
602,0.93,Very Good,G,SI1,VG,EX,GIA,4513.00000,Train
603,1.27,Ideal,I,VS2,EX,VG,GIA,6118.00000,Train
604,1.06,Ideal,D,VS2,EX,EX,GIA,8143.00000,Train
605,1.1,Very Good,H,VS2,VG,VG,GIA,5817.00000,Train
606,1.72,Very Good,F,VS2,VG,G,GIA,17578.00000,Train
607,1.51,Very Good,F,VVS2,VG,VG,GIA,16716.00000,Train
608,0.76,Ideal,I,VS2,EX,EX,GIA,3577.00000,Train
609,1.02,Ideal,H,VS2,EX,VG,GIA,5934.00000,Train
610,1.5,Very Good,I,VS2,VG,G,GIA,9250.00000,Train
611,0.91,Ideal,G,SI1,EX,EX,GIA,4922.00000,Train
612,1,Good,H,VS1,EX,G,GIA,5625.00000,Train
613,0.77,Ideal,H,VS2,EX,EX,GIA,3996.00000,Train
614,1.21,Ideal,F,VVS1,VG,VG,GIA,12230.00000,Train
615,1,Good,F,IF,G,G,GIA,8903.00000,Train
616,1.26,Good,E,VVS1,VG,VG,GIA,11452.00000,Train
617,0.77,Very Good,D,SI1,VG,EX,GIA,3166.00000,Train
618,1.56,Ideal,G,VS2,ID,ID,AGSL,13628.00000,Train
619,1.62,Ideal,G,VS2,ID,ID,AGSL,14777.00000,Train
620,1.14,Ideal,F,VVS2,VG,EX,GIA,10602.00000,Train
621,2.15,Ideal,G,VS2,EX,EX,GIA,28837.00000,Train
622,1,Very Good,F,VS1,EX,EX,GIA,7350.00000,Train
623,1.2,Very Good,H,VS2,VG,EX,GIA,6591.00000,Train
624,0.9,Very Good,H,VVS2,EX,VG,GIA,4637.00000,Train
625,2.01,Ideal,F,SI1,EX,EX,GIA,22373.00000,Train
626,1.1,Ideal,H,SI1,G,G,GIA,5370.00000,Train
627,1.5,Very Good,I,SI1,EX,VG,GIA,8695.00000,Train
628,1,Good,D,SI1,VG,G,GIA,5546.00000,Train
629,1.02,Very Good,F,VS2,VG,VG,GIA,6407.00000,Train
630,1.52,Good,G,VS1,VG,G,GIA,13155.00000,Train
631,0.9,Very Good,H,VS2,EX,VG,GIA,4588.00000,Train
632,1.24,Ideal,H,VS1,EX,EX,GIA,10006.00000,Train
633,1.52,Ideal,F,VVS2,EX,VG,GIA,17914.00000,Train
634,1.07,Signature-Ideal,G,VS1,ID,ID,AGSL,8456.00000,Train
635,0.81,Ideal,E,SI1,VG,G,GIA,3413.00000,Train
636,2.03,Ideal,H,VS1,EX,EX,GIA,26148.00000,Train
637,2.62,Ideal,I,VVS1,EX,EX,GIA,31254.00000,Train
638,1.21,Good,I,SI1,G,VG,GIA,5452.00000,Train
639,2.03,Very Good,F,IF,VG,VG,GIA,39605.00000,Train
640,1.58,Signature-Ideal,I,SI1,ID,ID,AGSL,11110.00000,Train
641,1.06,Ideal,D,VVS2,EX,EX,GIA,11837.00000,Train
642,2.01,Very Good,G,VVS2,EX,EX,GIA,27136.00000,Train
643,0.9,Very Good,D,VS1,VG,G,GIA,5331.00000,Train
644,1.24,Very Good,I,VS2,VG,VG,GIA,6134.00000,Train
645,1.07,Ideal,F,VS2,VG,VG,GIA,7441.00000,Train
646,1.01,Good,H,SI1,VG,VG,GIA,4553.00000,Train
647,2.68,Ideal,I,SI1,ID,ID,AGSL,23354.00000,Train
648,1.01,Ideal,D,VVS1,EX,EX,GIA,12065.00000,Train
649,1.11,Signature-Ideal,I,VS2,ID,ID,AGSL,6395.00000,Train
650,1.05,Signature-Ideal,I,VS2,EX,EX,GIA,5697.00000,Train
651,1.28,Very Good,G,VVS1,ID,ID,AGSL,11214.00000,Train
652,1.01,Ideal,F,VS2,ID,ID,AGSL,7014.00000,Train
653,1.22,Ideal,G,SI1,VG,VG,GIA,6867.00000,Train
654,1.2,Ideal,G,VS2,ID,ID,AGSL,8040.00000,Train
655,1.11,Ideal,I,SI1,VG,VG,GIA,4709.00000,Train
656,0.76,Very Good,E,VVS2,VG,VG,GIA,3891.00000,Train
657,1.19,Very Good,G,VS1,G,G,GIA,7989.00000,Train
658,1.14,Ideal,I,SI1,ID,ID,AGSL,5158.00000,Train
659,0.82,Good,G,SI1,EX,VG,AGSL,2840.00000,Train
660,1.2,Good,I,VS1,VG,VG,GIA,6192.00000,Train
661,2.23,Ideal,D,VS1,EX,EX,GIA,41823.00000,Train
662,1.01,Very Good,F,VS2,VG,G,GIA,6083.00000,Train
663,1.4,Ideal,G,VVS1,EX,EX,GIA,15134.00000,Train
664,2.02,Very Good,E,VS2,EX,G,GIA,28648.00000,Train
665,1.19,Very Good,E,SI1,VG,VG,GIA,5956.00000,Train
666,2.02,Ideal,H,SI1,VG,VG,GIA,17392.00000,Train
667,1.16,Very Good,G,VVS2,EX,VG,GIA,8361.00000,Train
668,1.3,Very Good,I,SI1,G,EX,GIA,6446.00000,Train
669,0.81,Ideal,G,VVS1,EX,EX,GIA,4493.00000,Train
670,2.17,Very Good,H,VS1,EX,EX,AGSL,24600.00000,Train
671,1.51,Very Good,H,VS1,VG,VG,GIA,12546.00000,Train
672,1.53,Signature-Ideal,H,SI1,EX,EX,GIA,12093.00000,Train
673,1.07,Ideal,F,SI1,EX,EX,GIA,7286.00000,Train
674,2.01,Very Good,F,VVS2,EX,ID,AGSL,33665.00000,Train
675,1.15,Ideal,H,SI1,VG,VG,GIA,5372.00000,Train
676,2.08,Very Good,I,VS1,VG,G,GIA,19781.00000,Train
677,2.01,Good,G,VS1,VG,G,GIA,25796.00000,Train
678,1.35,Ideal,H,VVS1,EX,EX,GIA,10639.00000,Train
679,2.08,Ideal,H,VS1,EX,EX,GIA,25210.00000,Train
680,2.09,Very Good,E,VVS2,VG,VG,GIA,38484.00000,Train
681,1.14,Ideal,F,VS1,EX,EX,GIA,9074.00000,Train
682,0.91,Very Good,H,VS1,VG,VG,GIA,4370.00000,Train
683,1.5,Fair,I,VS2,VG,G,GIA,8999.00000,Train
684,0.81,Very Good,G,VS1,VG,VG,GIA,3544.00000,Train
685,2,Good,E,SI1,VG,G,GIA,20000.00000,Train
686,0.82,Ideal,D,SI1,EX,EX,GIA,4113.00000,Train
687,1.02,Ideal,G,VVS2,VG,VG,GIA,8335.00000,Train
688,1.03,Ideal,E,VS1,EX,EX,GIA,8284.00000,Train
689,1.29,Very Good,G,VVS2,EX,VG,GIA,10565.00000,Train
690,1.22,Ideal,I,SI1,EX,EX,GIA,6398.00000,Train
691,2.07,Very Good,G,SI1,EX,EX,GIA,18945.00000,Train
692,1.06,Ideal,D,SI1,EX,VG,GIA,6062.00000,Train
693,2.64,Ideal,G,VS2,VG,EX,GIA,35856.00000,Train
694,2.32,Ideal,G,VS1,VG,EX,GIA,32502.00000,Train
695,1.14,Ideal,E,VS1,ID,ID,AGSL,9079.00000,Train
696,1.5,Very Good,H,SI1,EX,VG,GIA,9987.00000,Train
697,0.78,Ideal,I,VS2,VG,VG,GIA,2652.00000,Train
698,0.9,Fair,E,SI1,EX,VG,GIA,4220.00000,Train
699,1.02,Very Good,G,VVS2,EX,VG,GIA,7724.00000,Train
700,1.04,Ideal,F,SI1,G,G,GIA,5145.00000,Train
701,1.01,Ideal,F,SI1,VG,VG,GIA,5812.00000,Train
702,1.5,Very Good,H,VS1,EX,VG,GIA,12723.00000,Train
703,0.91,Ideal,F,VS2,VG,VG,GIA,5261.00000,Train
704,0.91,Very Good,D,SI1,VG,VG,GIA,4523.00000,Train
705,1.03,Ideal,G,VS1,ID,ID,AGSL,7119.00000,Train
706,1.11,Ideal,F,VS2,EX,EX,GIA,7473.00000,Train
707,2.08,Very Good,H,SI1,G,G,GIA,17469.00000,Train
708,0.83,Very Good,D,SI1,VG,VG,GIA,3515.00000,Train
709,0.94,Very Good,G,VS2,VG,G,AGSL,4488.00000,Train
710,1.17,Ideal,H,VS2,VG,EX,GIA,6324.00000,Train
711,1.69,Ideal,G,SI1,EX,EX,GIA,13534.00000,Train
712,0.83,Signature-Ideal,F,SI1,EX,EX,GIA,4009.00000,Train
713,1,Good,F,VVS1,G,G,GIA,8401.00000,Train
714,0.76,Very Good,D,VVS2,VG,VG,GIA,4125.00000,Train
715,1.04,Signature-Ideal,D,VS1,ID,ID,AGSL,10625.00000,Train
716,1.21,Very Good,I,VVS2,VG,VG,GIA,6679.00000,Train
717,1.3,Very Good,E,VVS2,EX,EX,GIA,13329.00000,Train
718,1.61,Good,F,SI1,VG,VG,GIA,11422.00000,Train
719,2.02,Good,H,VS2,EX,VG,GIA,19940.00000,Train
720,1.01,Very Good,G,VVS2,EX,EX,GIA,7439.00000,Train
721,0.91,Ideal,I,VS2,ID,ID,AGSL,4199.00000,Train
722,2,Good,H,VS2,VG,G,GIA,20688.00000,Train
723,1.63,Signature-Ideal,H,VS1,EX,EX,GIA,14261.00000,Train
724,1.54,Ideal,F,SI1,ID,ID,AGSL,12227.00000,Train
725,1.01,Ideal,F,SI1,EX,EX,GIA,5582.00000,Train
726,0.75,Very Good,E,VVS1,EX,VG,GIA,4889.00000,Train
727,2.17,Very Good,F,VS1,VG,VG,GIA,35522.00000,Train
728,1.72,Ideal,D,IF,EX,VG,GIA,38080.00000,Train
729,1.03,Ideal,E,SI1,EX,VG,GIA,5411.00000,Train
730,2.28,Ideal,F,VS2,EX,EX,GIA,35588.00000,Train
731,1.08,Ideal,G,VS2,G,G,GIA,6855.00000,Train
732,1.41,Very Good,F,VS2,VG,G,GIA,11298.00000,Train
733,1.27,Very Good,I,SI1,G,VG,GIA,5953.00000,Train
734,1.21,Very Good,I,SI1,EX,VG,GIA,5245.00000,Train
735,1.03,Good,D,SI1,G,VG,GIA,5526.00000,Train
736,0.75,Fair,G,VS2,VG,VG,GIA,2967.00000,Train
737,1.04,Ideal,G,VS2,EX,EX,GIA,6529.00000,Train
738,0.77,Very Good,H,SI1,VG,VG,GIA,2830.00000,Train
739,1.14,Ideal,F,VS2,ID,ID,AGSL,8017.00000,Train
740,2,Ideal,G,VS1,EX,EX,GIA,27835.00000,Train
741,1.02,Very Good,E,SI1,G,G,GIA,4813.00000,Train
742,1.05,Ideal,F,VS2,EX,EX,GIA,7639.00000,Train
743,2.01,Very Good,G,VS1,VG,VG,GIA,21524.00000,Train
744,2.01,Good,H,SI1,EX,VG,GIA,16737.00000,Train
745,1.34,Very Good,G,VS1,VG,VG,GIA,10197.00000,Train
746,1.16,Ideal,F,VS2,VG,VG,GIA,9432.00000,Train
747,1.29,Ideal,H,SI1,VG,EX,GIA,7513.00000,Train
748,0.87,Signature-Ideal,F,SI1,ID,ID,AGSL,4188.00000,Train
749,1.23,Ideal,I,SI1,ID,ID,AGSL,5840.00000,Train
750,1.1,Signature-Ideal,D,VS1,ID,ID,AGSL,11227.00000,Train
751,2.01,Ideal,G,VS2,EX,VG,GIA,26069.00000,Train
752,1.05,Very Good,H,VS2,VG,EX,GIA,5236.00000,Train
753,0.9,Ideal,H,VVS2,EX,VG,GIA,4770.00000,Train
754,1.01,Ideal,H,SI1,ID,ID,AGSL,5387.00000,Train
755,2.46,Very Good,I,SI1,EX,EX,AGSL,21865.00000,Train
756,1.11,Good,F,SI1,EX,VG,GIA,5602.00000,Train
757,2.54,Very Good,H,VS2,EX,EX,GIA,30286.00000,Train
758,1.25,Ideal,D,VS1,EX,VG,GIA,10441.00000,Train
759,0.77,Very Good,F,VS1,VG,G,GIA,3350.00000,Train
760,1.61,Ideal,I,VS2,EX,VG,GIA,11826.00000,Train
761,1.21,Very Good,H,VS1,EX,VG,GIA,7610.00000,Train
762,0.8,Ideal,I,VS1,VG,EX,GIA,2906.00000,Train
763,0.91,Very Good,D,VS2,G,EX,GIA,5034.00000,Train
764,0.9,Very Good,I,VS2,VG,G,GIA,3443.00000,Train
765,1.04,Very Good,H,SI1,VG,G,GIA,4791.00000,Train
766,2.03,Good,I,SI1,G,G,GIA,15339.00000,Train
767,1,Very Good,F,VVS2,EX,VG,GIA,8555.00000,Train
768,1.51,Good,I,VS1,EX,VG,GIA,8975.00000,Train
769,1.04,Very Good,F,IF,EX,G,GIA,10161.00000,Train
770,1.15,Very Good,F,SI1,ID,EX,AGSL,6110.00000,Train
771,1.03,Very Good,G,IF,EX,VG,GIA,8601.00000,Train
772,0.9,Very Good,I,SI1,VG,VG,GIA,3327.00000,Train
773,1,Ideal,F,SI1,EX,EX,GIA,5170.00000,Train
774,1.06,Ideal,E,VS2,VG,VG,GIA,7275.00000,Train
775,0.92,Ideal,I,SI1,VG,VG,GIA,3580.00000,Train
776,1,Good,F,VVS2,EX,VG,GIA,6937.00000,Train
777,1.57,Ideal,I,VS1,VG,EX,GIA,10209.00000,Train
